,source,element_id,element_path_value,element_short_value,element_definition_value,element_comment_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_type_code_value,element_condition_value,element_isSummary_value,element_isModifier_value,element_binding_extension_url,element_binding_extension_valueReference_reference_value,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_alias_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_sliceName_value,element_type_profile_value,element_slicing_ordered_value,element_requirements_value,element_representation_value,element_extension_url,element_extension_valueBoolean_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_fixedUri_value,element_defaultValueBoolean_value,element_orderMeaning_value,element_example_valueCode_value,element_example_valuePeriod_start_value,element_example_valuePeriod_end_value,element_binding_valueSetUri_value
136,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.period,Practitioner.address.period,Time period when address was/is in use,Time period when address was/is in use.,"This is not a duration - that's a measure of time (a separate type), but a duration that occurs at a fixed value of time. A Period specifies a range of time; the context of use will specify whether the entire range applies (e.g. ""the patient was an inpatient of the hospital for this time range"") or one value from the range applies (e.g. ""give to the patient between these two times""). If duration is required, specify the type as Interval|Duration.",0,1,0..1,Address.period,0,1,"['ele-1', 'per-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'If present, start SHALL have a lower value than end']","['hasValue() | (children().count() > id.count())', 'start.empty() or end.empty() or (start <= end)']","['@value|f:*|h:div', 'not(exists(f:start)) or not(exists(f:end)) or (f:start/@value <= f:end/@value)']","['rim', 'v2', 'rim', 'v2', 'rim', 'servd']","['n/a', 'DR', 'IVL<TS>[lowClosed=""true"" and highClosed=""true""] or URG<TS>[lowClosed=""true"" and highClosed=""true""]', 'XAD.12 / XAD.13 + XAD.14', './usablePeriod[type=""IVL<TS>""]', './StartDate and ./EndDate']",Period,ele-1,true,,,,,,,,,,,,,,,,,Allows addresses to be placed in historical context.,,,,General,,,,,,,,,2010-03-23,2010-07-01,
137,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.period.id,Practitioner.address.period.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
138,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.period.extension,Practitioner.address.period.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,
139,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.period.start,Practitioner.address.period.start,Starting time with inclusive boundary,The start of the period. The boundary is inclusive.,"If the low element is missing, the meaning is that the low boundary is not known.",0,1,0..1,Period.start,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.1', './low']",dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.period.end,Practitioner.address.period.end,"End time with inclusive boundary, if not ongoing","The end of the period. If the end of the period is missing, it means that the period is ongoing. The start may be in the past, and the end date in the future, which means that period is expected/planned to end at that time.",The high value includes any matching date/time. i.e. 2012-02-03T10:00:00 is in a period that has a end value of 2012-02-03.,0,1,0..1,Period.end,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.2', './high']",dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,,"If the end of the period is missing, it means that the period is ongoing",,,,,,,,
141,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.gender,Practitioner.gender,male | female | other | unknown,Administrative Gender - the gender that the person is considered to have for administration and record keeping purposes.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Practitioner.gender,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'STF-5', './administrativeGender', './GenderCode']",code,ele-1,true,,"['http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName', 'http://hl7.org/fhir/StructureDefinition/elementdefinition-isCommonBinding']",,AdministrativeGender,true,required,The gender of a person used for administrative purposes.,https://fhir.nhs.uk/STU3/ValueSet/CareConnect-AdministrativeGender-1,,,,,,,,,Needed to address the person correctly.,,,,,,,,,,,,,,,
142,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.birthDate,Practitioner.birthDate,The date on which the practitioner was born,The date of birth for the practitioner.,,0,1,0..1,Practitioner.birthDate,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'STF-6', './birthTime', '(not represented in ServD)']",date,ele-1,true,,,,,,,,,,,,,,,,,Needed for identification.,,,,,,,,,,,,,,,
143,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.photo,Practitioner.photo,Image of the person,Image of the person.,"When providing a summary view (for example with Observation.value[x]) Attachment should be represented with a brief display text such as ""Attachment"".",0,*,0..*,Practitioner.photo,0,*,"['ele-1', 'att-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'It the Attachment has data, it SHALL have a contentType']","['hasValue() | (children().count() > id.count())', 'data.empty() or contentType.exists()']","['@value|f:*|h:div', 'not(exists(f:data)) or exists(f:contentType)']","['rim', 'v2', 'rim', 'rim', 'servd']","['n/a', 'ED/RP', 'ED', './subjectOf/ObservationEvent[code=""photo""]/value', './ImageURI (only supports the URI reference)']",Attachment,ele-1,,,,,,,,,,,,,,,,,,Many EHR systems have the capability to capture an image of patients and personnel. Fits with newer social media usage too.,,,,,,,,,,,,,,,
144,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.photo.id,Practitioner.photo.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
145,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.photo.extension,Practitioner.photo.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,
146,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.photo.contentType,Practitioner.photo.contentType,"Mime type of the content, with charset etc.",Identifies the type of the data in the attachment and allows a method to be chosen to interpret or render the data. Includes mime type parameters such as charset where appropriate.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Attachment.contentType,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'ED.2+ED.3/RP.2+RP.3. Note conversion may be needed if old style values are being used', './mediaType, ./charset']",code,ele-1,true,,"['http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName', 'http://hl7.org/fhir/StructureDefinition/elementdefinition-isCommonBinding']",,MimeType,true,required,The mime type of an attachment. Any valid mime type is allowed.,,,,,,,,,,Processors of the data need to be able to know how to interpret the data.,,,,General,,,,,,,,"text/plain; charset=UTF-8, image/png",,,http://www.rfc-editor.org/bcp/bcp13.txt
147,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.photo.language,Practitioner.photo.language,Human language of the content (BCP-47),The human language of the content. The value can be any valid value according to BCP 47.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Attachment.language,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', './language']",code,ele-1,true,,"['http://hl7.org/fhir/StructureDefinition/elementdefinition-maxValueSet', 'http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName', 'http://hl7.org/fhir/StructureDefinition/elementdefinition-isCommonBinding']",http://hl7.org/fhir/ValueSet/all-languages,Language,true,extensible,A human language.,http://hl7.org/fhir/ValueSet/languages,,,,,,,,,Users need to be able to choose between the languages in a set of attachments.,,,,General,,,,,,,,en-AU,,,
148,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.photo.data,Practitioner.photo.data,"Data inline, base64ed","The actual data of the attachment - a sequence of bytes. In XML, represented using base64.",The base64-encoded data SHALL be expressed in the same character set as the base resource XML or JSON.,0,1,0..1,Attachment.data,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'ED.5', './data']",base64Binary,ele-1,,,,,,,,,,,,,,,,,,The data needs to able to be transmitted inline.,,,,,,,,,,,,,,,
149,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.photo.url,Practitioner.photo.url,Uri where the data can be found,An alternative location where the data can be accessed.,"If both data and url are provided, the url SHALL point to the same content as the data contains. Urls may be relative references or may reference transient locations such as a wrapping envelope using cid: though this has ramifications for using signatures. Relative URLs are interpreted relative to the service url, like a resource reference, rather than relative to the resource itself. If a URL is provided, it SHALL resolve to actual data.",0,1,0..1,Attachment.url,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'RP.1+RP.2 - if they refer to a URL (see v2.6)', './reference/literal']",uri,ele-1,true,,,,,,,,,,,,,,,,,The data needs to be transmitted by reference.,,,,General,http://www.acme.com/logo-small.png,,,,,,,,,,
150,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.photo.size,Practitioner.photo.size,Number of bytes of content (if url provided),"The number of bytes of data that make up this attachment (before base64 encoding, if that is done).","The number of bytes is redundant if the data is provided as a base64binary, but is useful if the data is provided as a url reference.",0,1,0..1,Attachment.size,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A (needs data type R3 proposal)']",unsignedInt,ele-1,true,,,,,,,,,,,,,,,,,"Representing the size allows applications to determine whether they should fetch the content automatically in advance, or refuse to fetch it at all.",,,,,,,,,,,,,,,
151,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.photo.hash,Practitioner.photo.hash,"Hash of the data (sha-1, base64ed)",The calculated hash of the data using SHA-1. Represented using base64.,"The hash is calculated on the data prior to base64 encoding, if the data is based64 encoded.",0,1,0..1,Attachment.hash,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', '.integrityCheck[parent::ED/integrityCheckAlgorithm=""SHA-1""]']",base64Binary,ele-1,true,,,,,,,,,,,,,,,,,Included so that applications can verify that the contents of a location have not changed and so that a signature of the content can implicitly sign the content of an image without having to include the data in the instance or reference the url in the signature.,,,,,,,,,,,,,,,
