,source,element_id,element_path_value,element_short_value,element_definition_value,element_alias_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_isSummary_value,element_representation_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_binding_extension_url,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_requirements_value,element_extension_url,element_extension_valueBoolean_value,element_isModifier_value,element_binding_extension_valueReference_reference_value,element_sliceName_value,element_type_profile_value,element_mustSupport_value,element_fixedUri_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_binding_valueSetUri_value,element_slicing_ordered_value,element_defaultValueInteger_value
225,ARS|s_CareConnect-GPC-MedicationRequest-1,MedicationRequest.dosageInstruction.additionalInstruction.coding:snomedCT.code,MedicationRequest.dosageInstruction.additionalInstruction.coding.code,Symbol in syntax defined by the system,A symbol in syntax defined by the system. The symbol may be a predefined code or an expression in a syntax defined by the coding system (e.g. post-coordination).,,1,1,1..1,Coding.code,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.1', './code', 'fhir:Coding.code rdfs:subPropertyOf dt:CDCoding.code']",Note that FHIR strings may not exceed 1MB in size,code,ele-1,true,,,,,,,,,,,,Need to refer to a particular code in the system.,,,,,,,,,,,,,,,,
226,ARS|s_CareConnect-GPC-MedicationRequest-1,MedicationRequest.dosageInstruction.additionalInstruction.coding:snomedCT.display,MedicationRequest.dosageInstruction.additionalInstruction.coding.display,Representation defined by the system,"A representation of the meaning of the code in the system, following the rules of the system.",,1,1,1..1,Coding.display,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.2 - but note this is not well followed', 'CV.displayName', 'fhir:Coding.display rdfs:subPropertyOf dt:CDCoding.displayName']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,Need to be able to carry a human-readable meaning of the code for readers that do not know  the system.,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,,,,,,,,,
227,ARS|s_CareConnect-GPC-MedicationRequest-1,MedicationRequest.dosageInstruction.additionalInstruction.coding:snomedCT.userSelected,MedicationRequest.dosageInstruction.additionalInstruction.coding.userSelected,If this coding was chosen directly by the user,Indicates that this coding was chosen by a user directly - i.e. off a pick list of available items (codes or displays).,,0,1,0..1,Coding.userSelected,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'Sometimes implied by being first', 'CD.codingRationale', 'fhir:Coding.userSelected fhir:mapsTo dt:CDCoding.codingRationale. fhir:Coding.userSelected fhir:hasMap fhir:Coding.userSelected.map. fhir:Coding.userSelected.map a fhir:Map;   fhir:target dt:CDCoding.codingRationale. fhir:Coding.userSelected\\#true a [     fhir:source ""true"";     fhir:target dt:CDCoding.codingRationale\\#O   ]']","Amongst a set of alternatives, a directly chosen code is the most appropriate starting point for new translations. There is some ambiguity about what exactly 'directly chosen' implies, and trading partner agreement may be needed to clarify the use of this element and its consequences more completely.",boolean,ele-1,true,,,,,,,,,,,,"This has been identified as a clinical safety criterium - that this exact system/code pair was chosen explicitly, rather than inferred by the system based on some rules or language processing.",,,,,,,,,,,,,,,,
228,ARS|s_CareConnect-GPC-MedicationRequest-1,MedicationRequest.dosageInstruction.additionalInstruction.text,MedicationRequest.dosageInstruction.additionalInstruction.text,Plain text representation of the concept,A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.,,0,1,0..1,CodeableConcept.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.9. But note many systems use C*E.2 for this', './originalText[mediaType/code=""text/plain""]/data', 'fhir:CodeableConcept.text rdfs:subPropertyOf dt:CD.originalText']",Very often the text is the same as a displayName of one of the codings.,string,ele-1,true,,,,,,,,,,,,"The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.",http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,,,,,,,,,
229,ARS|s_CareConnect-GPC-MedicationRequest-1,MedicationRequest.dosageInstruction.patientInstruction,MedicationRequest.dosageInstruction.patientInstruction,Patient or consumer oriented instructions,Instructions in terms that are understood by the patient or consumer.,,0,1,0..1,Dosage.patientInstruction,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', '.text']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,,,,,true,,,,,,,,,
230,ARS|s_CareConnect-GPC-MedicationRequest-1,MedicationRequest.dosageInstruction.timing,MedicationRequest.dosageInstruction.timing,When medication should be administered,When medication should be administered.,,0,1,0..1,Dosage.timing,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'rim']","['n/a', 'N/A', 'QSET<TS> (GTS)', '.effectiveTime']","This attribute may not always be populated while the Dosage.text is expected to be populated.  If both are populated, then the Dosage.text should reflect the content of the Dosage.timing.",Timing,ele-1,true,,,,,,,,,,,,"The timing schedule for giving the medication to the patient. The Schedule data type allows many different expressions. For example: ""Every 8 hours""; ""Three times a day""; ""1/2 an hour before breakfast for 10 days from 23-Dec 2011:""; ""15 Oct 2013, 17 Oct 2013 and 1 Nov 2013"".  Sometimes, a rate can imply duration when expressed as total volume / duration (e.g.  500mL/2 hours implies a duration of 2 hours).  However, when rate doesn't imply duration (e.g. 250mL/hour), then the timing.repeat.duration is needed to convey the infuse over time period.",,,,,,,,,,,,,,,,
231,ARS|s_CareConnect-GPC-MedicationRequest-1,MedicationRequest.dosageInstruction.timing.id,MedicationRequest.dosageInstruction.timing.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,ARS|s_CareConnect-GPC-MedicationRequest-1,MedicationRequest.dosageInstruction.timing.extension,MedicationRequest.dosageInstruction.timing.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,
233,ARS|s_CareConnect-GPC-MedicationRequest-1,MedicationRequest.dosageInstruction.timing.event,MedicationRequest.dosageInstruction.timing.event,When the event occurs,Identifies specific times when the event occurs.,,0,*,0..*,Timing.event,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'QLIST<TS>']",,dateTime,ele-1,true,,,,,,,,,,,,"In an MAR, for instance, you need to take a general specification, and turn it into a precise specification.",,,,,,,,,,,,,,,,
234,ARS|s_CareConnect-GPC-MedicationRequest-1,MedicationRequest.dosageInstruction.timing.repeat,MedicationRequest.dosageInstruction.timing.repeat,When the event is to occur,A set of rules that describe when the event is scheduled.,,0,1,0..1,Timing.repeat,0,1,"['ele-1', 'tim-9', 'tim-5', 'tim-6', 'tim-7', 'tim-8', 'tim-1', 'tim-10', 'tim-2', 'tim-4']","['error', 'error', 'error', 'error', 'error', 'error', 'error', 'error', 'error', 'error']","['All FHIR elements must have a @value or children', ""If there's an offset, there must be a when (and not C, CM, CD, CV)"", 'period SHALL be a non-negative value', ""If there's a periodMax, there must be a period"", ""If there's a durationMax, there must be a duration"", ""If there's a countMax, there must be a count"", ""if there's a duration, there needs to be duration units"", ""If there's a timeOfDay, there cannot be be a when, or vice versa"", ""if there's a period, there needs to be period units"", 'duration SHALL be a non-negative value']","['hasValue() | (children().count() > id.count())', ""offset.empty() or (when.exists() and ((when in ('C' | 'CM' | 'CD' | 'CV')).not()))"", 'period.exists() implies period >= 0', 'periodMax.empty() or period.exists()', 'durationMax.empty() or duration.exists()', 'countMax.empty() or count.exists()', 'duration.empty() or durationUnit.exists()', 'timeOfDay.empty() or when.empty()', 'period.empty() or periodUnit.exists()', 'duration.exists() implies duration >= 0']","['@value|f:*|h:div', 'not(exists(f:offset)) or exists(f:when)', 'f:period/@value >= 0 or not(f:period/@value)', 'not(exists(f:periodMax)) or exists(f:period)', 'not(exists(f:durationMax)) or exists(f:duration)', 'not(exists(f:countMax)) or exists(f:count)', 'not(exists(f:duration)) or exists(f:durationUnit)', 'not(exists(f:timeOfDay)) or not(exists(f:when))', 'not(exists(f:period)) or exists(f:periodUnit)', 'f:duration/@value >= 0 or not(f:duration/@value)']","['rim', 'rim']","['n/a', 'Implies PIVL or EIVL']",,Element,ele-1,true,,,,,,,,,,,,Many timing schedules are determined by regular repetitions.,,,,,,,,,,,,,,,,
235,ARS|s_CareConnect-GPC-MedicationRequest-1,MedicationRequest.dosageInstruction.timing.repeat.id,MedicationRequest.dosageInstruction.timing.repeat.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,ARS|s_CareConnect-GPC-MedicationRequest-1,MedicationRequest.dosageInstruction.timing.repeat.extension,MedicationRequest.dosageInstruction.timing.repeat.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,
